date,YEAR,MO,DY,HR,ALLSKY_SFC_SW_DIFF,PRECTOTCORR,SZA,RH2M,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DWN,WS10M,PS,T2M,ALLSKY_SRF_ALB
2024-04-18 18:00:00,2024,4,18,18,310.01,5.45,42.97,73.58,817.38,592.0,4.67,88.04,-3.04,0.29
2024-04-18 19:00:00,2024,4,18,19,298.9,5.27,40.51,73.97,841.0,625.83,4.75,88.05,-3.15,0.22
2024-04-18 20:00:00,2024,4,18,20,212.78,4.63,41.63,73.77,822.42,583.78,4.84,88.08,-3.26,0.22
2024-04-18 21:00:00,2024,4,18,21,253.99,2.74,46.05,71.95,758.97,571.05,4.87,88.08,-3.11,0.22
2024-04-18 22:00:00,2024,4,18,22,257.11,1.67,52.87,68.69,647.42,482.95,4.84,88.07,-2.71,0.22
2024-04-18 23:00:00,2024,4,18,23,153.21,0.95,61.15,66.67,503.65,355.08,4.68,88.07,-2.66,0.25
2024-04-19 00:00:00,2024,4,19,0,105.35,0.6,70.18,67.7,331.9,251.12,4.24,88.06,-3.05,0.2
2024-04-19 01:00:00,2024,4,19,1,66.18,0.38,79.47,72.67,154.9,104.85,3.3,88.07,-4.15,0.27
2024-04-19 02:00:00,2024,4,19,2,17.34,0.32,88.07,78.3,17.5,13.7,2.56,88.08,-6.47,0.3
2024-04-19 03:00:00,2024,4,19,3,0.0,0.41,90.0,78.66,0.0,0.0,2.34,88.13,-7.69,-999.0
2024-04-19 04:00:00,2024,4,19,4,0.0,0.72,90.0,76.93,0.0,0.0,1.93,88.16,-7.56,-999.0
2024-04-19 05:00:00,2024,4,19,5,0.0,1.04,90.0,76.78,0.0,0.0,1.41,88.19,-7.47,-999.0
2024-04-19 06:00:00,2024,4,19,6,0.0,0.45,90.0,77.18,0.0,0.0,0.84,88.2,-7.27,-999.0
2024-04-19 07:00:00,2024,4,19,7,0.0,0.43,90.0,78.47,0.0,0.0,0.48,88.21,-7.46,-999.0
2024-04-19 08:00:00,2024,4,19,8,0.0,0.32,90.0,81.49,0.0,0.0,1.08,88.21,-8.28,-999.0
2024-04-19 09:00:00,2024,4,19,9,0.0,0.21,90.0,84.65,0.0,0.0,1.66,88.22,-9.11,-999.0
2024-04-19 10:00:00,2024,4,19,10,0.0,0.1,90.0,87.15,0.0,0.0,2.1,88.22,-10.06,-999.0
2024-04-19 11:00:00,2024,4,19,11,0.0,0.06,90.0,87.97,0.0,0.0,2.41,88.22,-10.67,-999.0
2024-04-19 12:00:00,2024,4,19,12,0.0,0.05,90.0,88.77,0.0,0.0,2.54,88.22,-10.92,-999.0
2024-04-19 13:00:00,2024,4,19,13,68.4,0.03,82.34,83.8,108.53,75.18,2.63,88.22,-10.05,0.3
2024-04-19 14:00:00,2024,4,19,14,108.85,0.03,73.45,78.11,275.77,247.9,2.26,88.23,-6.66,0.32
2024-04-19 15:00:00,2024,4,19,15,129.74,0.07,64.25,70.38,449.88,424.4,2.38,88.26,-3.38,0.3
2024-04-19 16:00:00,2024,4,19,16,139.35,0.18,55.59,69.46,603.8,569.72,2.18,88.28,-2.37,0.29
2024-04-19 17:00:00,2024,4,19,17,149.5,0.4,48.09,68.53,733.65,700.1,2.1,88.3,-1.73,0.28
2024-04-19 18:00:00,2024,4,19,18,152.98,0.62,42.62,68.01,814.1,682.4,2.17,88.31,-1.27,0.26
2024-04-19 19:00:00,2024,4,19,19,234.86,0.79,40.16,67.64,846.65,794.72,2.33,88.3,-0.89,0.26
2024-04-19 20:00:00,2024,4,19,20,149.91,0.8,41.31,67.24,829.92,715.15,2.45,88.29,-0.6,0.24
2024-04-19 21:00:00,2024,4,19,21,196.42,0.54,45.76,66.29,763.8,708.72,2.43,88.27,-0.3,0.24
2024-04-19 22:00:00,2024,4,19,22,159.65,0.31,52.61,65.24,654.3,621.42,2.35,88.23,0.02,0.27
2024-04-19 23:00:00,2024,4,19,23,126.86,0.19,60.91,65.55,508.38,490.42,2.32,88.18,0.14,0.29
2024-04-20 00:00:00,2024,4,20,0,73.04,0.11,69.95,67.63,336.67,322.88,2.29,88.15,-0.09,0.22
2024-04-20 01:00:00,2024,4,20,1,44.97,0.03,79.23,74.83,158.18,155.32,2.06,88.12,-1.4,0.29
2024-04-20 02:00:00,2024,4,20,2,12.85,0.01,87.91,83.95,19.73,19.65,2.31,88.1,-5.17,0.35
2024-04-20 03:00:00,2024,4,20,3,0.0,0.0,90.0,86.02,0.0,0.0,2.58,88.12,-7.09,-999.0
2024-04-20 04:00:00,2024,4,20,4,0.0,0.0,90.0,87.47,0.0,0.0,2.59,88.12,-7.8,-999.0
2024-04-20 05:00:00,2024,4,20,5,0.0,0.0,90.0,88.01,0.0,0.0,2.61,88.1,-8.23,-999.0
2024-04-20 06:00:00,2024,4,20,6,0.0,0.0,90.0,88.49,0.0,0.0,2.64,88.07,-8.6,-999.0
2024-04-20 07:00:00,2024,4,20,7,0.0,0.0,90.0,89.04,0.0,0.0,2.63,88.05,-8.86,-999.0
2024-04-20 08:00:00,2024,4,20,8,0.0,0.2,90.0,89.57,0.0,0.0,2.63,88.02,-9.12,-999.0
2024-04-20 09:00:00,2024,4,20,9,0.0,0.2,90.0,89.75,0.0,0.0,2.64,87.99,-9.34,-999.0
2024-04-20 10:00:00,2024,4,20,10,0.0,0.2,90.0,89.8,0.0,0.0,2.64,87.96,-9.48,-999.0
2024-04-20 11:00:00,2024,4,20,11,0.0,0.0,90.0,89.96,0.0,0.0,2.59,87.93,-9.57,-999.0
2024-04-20 12:00:00,2024,4,20,12,0.0,0.01,90.0,89.43,0.0,0.0,2.53,87.88,-9.64,-999.0
2024-04-20 13:00:00,2024,4,20,13,27.47,0.03,81.94,77.12,120.0,119.68,2.7,87.85,-8.03,0.33
2024-04-20 14:00:00,2024,4,20,14,42.04,0.03,73.15,69.89,288.0,287.27,2.74,87.82,-4.32,0.27
2024-04-20 15:00:00,2024,4,20,15,53.89,0.01,63.95,65.01,466.25,465.58,3.65,87.81,-1.45,0.25
2024-04-20 16:00:00,2024,4,20,16,58.05,0.0,55.28,63.0,624.22,622.95,4.05,87.79,-0.28,0.26
2024-04-20 17:00:00,2024,4,20,17,177.34,0.0,47.77,62.24,749.03,710.92,4.3,87.77,0.84,0.2
2024-04-20 18:00:00,2024,4,20,18,64.87,0.0,42.28,61.1,830.7,829.7,4.41,87.73,1.89,0.22
2024-04-20 19:00:00,2024,4,20,19,95.1,0.0,39.82,58.17,864.0,859.6,4.49,87.68,2.89,0.22
2024-04-20 20:00:00,2024,4,20,20,96.08,0.0,40.98,54.39,843.15,773.72,4.66,87.61,3.83,0.19
2024-04-20 21:00:00,2024,4,20,21,76.79,0.01,45.47,51.01,775.67,772.15,4.76,87.54,4.64,0.21
2024-04-20 22:00:00,2024,4,20,22,59.23,0.02,52.34,48.79,664.15,662.58,4.83,87.46,5.17,0.22
2024-04-20 23:00:00,2024,4,20,23,61.0,0.02,60.66,48.67,516.67,514.78,4.82,87.37,5.24,0.23
2024-04-21 00:00:00,2024,4,21,0,56.03,0.02,69.72,52.21,349.85,347.52,4.42,87.28,4.72,0.53
2024-04-21 01:00:00,2024,4,21,1,37.84,0.0,79.0,65.87,170.6,168.9,3.41,87.18,2.64,0.58
2024-04-21 02:00:00,2024,4,21,2,12.34,0.0,87.74,78.99,22.65,22.58,3.38,87.12,-1.15,0.39
2024-04-21 03:00:00,2024,4,21,3,0.0,0.0,90.0,83.3,0.0,0.0,3.63,87.06,-2.58,-999.0
2024-04-21 04:00:00,2024,4,21,4,0.0,0.0,90.0,84.19,0.0,0.0,3.55,86.98,-2.8,-999.0
2024-04-21 05:00:00,2024,4,21,5,0.0,0.0,90.0,84.5,0.0,0.0,3.29,86.87,-2.9,-999.0
2024-04-21 06:00:00,2024,4,21,6,0.0,0.0,90.0,85.16,0.0,0.0,3.1,86.75,-3.13,-999.0
2024-04-21 07:00:00,2024,4,21,7,0.0,0.0,90.0,84.89,0.0,0.0,3.09,86.64,-3.15,-999.0
2024-04-21 08:00:00,2024,4,21,8,0.0,0.01,90.0,82.51,0.0,0.0,3.19,86.55,-2.66,-999.0
2024-04-21 09:00:00,2024,4,21,9,0.0,0.03,90.0,81.65,0.0,0.0,3.08,86.49,-2.34,-999.0
2024-04-21 10:00:00,2024,4,21,10,0.0,0.03,90.0,80.15,0.0,0.0,3.1,86.42,-1.81,-999.0
2024-04-21 11:00:00,2024,4,21,11,0.0,0.04,90.0,78.24,0.0,0.0,3.39,86.37,-1.41,-999.0
2024-04-21 12:00:00,2024,4,21,12,5.33,0.04,89.4,80.19,4.97,3.7,3.78,86.3,-1.33,0.3
2024-04-21 13:00:00,2024,4,21,13,47.22,0.03,82.15,78.37,108.72,48.53,4.74,86.26,0.31,0.3
2024-04-21 14:00:00,2024,4,21,14,113.85,0.02,72.86,73.17,281.88,141.85,5.46,86.22,2.24,0.31
2024-04-21 15:00:00,2024,4,21,15,187.08,0.06,63.65,60.37,457.23,230.32,7.67,86.19,3.75,0.3
2024-04-21 16:00:00,2024,4,21,16,268.5,0.16,54.97,51.8,613.58,324.02,8.95,86.22,4.79,0.3
2024-04-21 17:00:00,2024,4,21,17,357.2,0.17,47.44,47.51,737.5,428.92,9.19,86.25,5.54,0.3
2024-04-21 18:00:00,2024,4,21,18,332.07,0.1,41.95,44.37,819.67,407.67,9.4,86.3,6.11,0.3
2024-04-21 19:00:00,2024,4,21,19,381.02,0.08,39.48,43.08,852.28,470.6,9.4,86.35,6.21,0.3
2024-04-21 20:00:00,2024,4,21,20,430.74,0.14,40.66,43.05,833.15,553.58,9.1,86.41,6.18,0.3
2024-04-21 21:00:00,2024,4,21,21,318.74,0.13,45.18,43.67,764.58,474.38,8.74,86.46,6.03,0.3
2024-04-21 22:00:00,2024,4,21,22,317.22,0.13,52.08,45.58,652.5,375.83,8.39,86.49,5.61,0.3
2024-04-21 23:00:00,2024,4,21,23,235.22,0.12,60.42,48.93,505.17,273.6,7.88,86.52,4.93,0.29
2024-04-22 00:00:00,2024,4,22,0,196.5,0.07,69.49,52.7,331.17,255.65,7.32,86.53,4.24,0.23
2024-04-22 01:00:00,2024,4,22,1,103.32,0.05,78.77,56.43,154.02,112.85,6.88,86.54,3.58,0.22
2024-04-22 02:00:00,2024,4,22,2,16.71,0.04,87.57,60.38,19.6,16.0,6.69,86.56,2.89,0.25
2024-04-22 03:00:00,2024,4,22,3,0.0,0.03,90.0,62.86,0.0,0.0,6.6,86.59,2.5,-999.0
2024-04-22 04:00:00,2024,4,22,4,0.0,0.04,90.0,65.47,0.0,0.0,6.06,86.61,2.1,-999.0
2024-04-22 05:00:00,2024,4,22,5,0.0,0.05,90.0,71.59,0.0,0.0,4.71,86.6,1.14,-999.0
2024-04-22 06:00:00,2024,4,22,6,0.0,0.1,90.0,72.82,0.0,0.0,4.74,86.6,0.74,-999.0
2024-04-22 07:00:00,2024,4,22,7,0.0,0.06,90.0,73.79,0.0,0.0,4.72,86.6,0.27,-999.0
2024-04-22 08:00:00,2024,4,22,8,0.0,0.04,90.0,74.09,0.0,0.0,4.77,86.59,-0.07,-999.0
2024-04-22 09:00:00,2024,4,22,9,0.0,0.03,90.0,73.44,0.0,0.0,4.87,86.6,-0.19,-999.0
2024-04-22 10:00:00,2024,4,22,10,0.0,0.03,90.0,73.7,0.0,0.0,4.9,86.6,-0.54,-999.0
2024-04-22 11:00:00,2024,4,22,11,0.0,0.03,90.0,73.84,0.0,0.0,4.93,86.59,-0.92,-999.0
2024-04-22 12:00:00,2024,4,22,12,6.55,0.02,89.28,72.55,4.85,4.53,5.12,86.58,-0.95,0.26
2024-04-22 13:00:00,2024,4,22,13,59.11,0.03,81.86,63.3,96.18,76.3,6.25,86.59,0.61,0.24
2024-04-22 14:00:00,2024,4,22,14,144.55,0.07,72.57,56.55,259.5,219.98,6.26,86.61,2.42,0.21
2024-04-22 15:00:00,2024,4,22,15,122.84,0.45,63.36,51.82,425.35,301.52,6.56,86.64,3.8,0.1
2024-04-22 16:00:00,2024,4,22,16,170.98,0.58,54.67,46.92,584.47,498.85,7.02,86.67,5.32,0.15
2024-04-22 17:00:00,2024,4,22,17,268.64,0.86,47.12,44.04,711.88,619.47,6.67,86.7,6.99,0.16
2024-04-22 18:00:00,2024,4,22,18,253.94,0.54,41.61,41.26,791.55,579.33,6.05,86.73,8.67,0.15
2024-04-22 19:00:00,2024,4,22,19,246.61,0.43,39.15,38.66,847.75,624.45,5.44,86.75,10.08,0.17
2024-04-22 20:00:00,2024,4,22,20,275.12,0.39,40.35,36.57,834.5,525.97,5.11,86.78,10.96,0.25
2024-04-22 21:00:00,2024,4,22,21,246.92,0.35,44.89,35.51,767.22,448.95,5.01,86.8,11.32,0.17
2024-04-22 22:00:00,2024,4,22,22,266.49,0.57,51.83,35.34,658.88,367.45,4.84,86.82,11.31,0.26
2024-04-22 23:00:00,2024,4,22,23,191.96,0.34,60.19,36.3,512.72,281.92,4.53,86.85,10.91,0.27
2024-04-23 00:00:00,2024,4,23,0,138.33,0.11,69.26,39.58,340.65,257.45,3.85,86.89,10.14,0.13
2024-04-23 01:00:00,2024,4,23,1,59.54,0.2,78.54,56.72,167.18,124.97,2.39,86.94,7.98,0.22
2024-04-23 02:00:00,2024,4,23,2,19.79,0.09,87.4,74.37,24.55,20.88,2.61,87.0,4.46,0.27
2024-04-23 03:00:00,2024,4,23,3,0.0,0.03,90.0,76.79,0.0,0.0,3.07,87.07,3.37,-999.0
2024-04-23 04:00:00,2024,4,23,4,0.0,0.07,90.0,77.65,0.0,0.0,3.36,87.11,3.12,-999.0
2024-04-23 05:00:00,2024,4,23,5,0.0,0.1,90.0,80.73,0.0,0.0,3.36,87.13,2.51,-999.0
2024-04-23 06:00:00,2024,4,23,6,0.0,0.27,90.0,82.74,0.0,0.0,3.32,87.16,2.07,-999.0
2024-04-23 07:00:00,2024,4,23,7,0.0,0.31,90.0,84.16,0.0,0.0,3.21,87.19,1.67,-999.0
2024-04-23 08:00:00,2024,4,23,8,0.0,0.14,90.0,85.0,0.0,0.0,3.05,87.21,1.23,-999.0
2024-04-23 09:00:00,2024,4,23,9,0.0,0.17,90.0,85.99,0.0,0.0,2.76,87.22,0.76,-999.0
2024-04-23 10:00:00,2024,4,23,10,0.0,0.01,90.0,89.21,0.0,0.0,2.54,87.22,-0.18,-999.0
2024-04-23 11:00:00,2024,4,23,11,0.0,0.02,90.0,91.21,0.0,0.0,2.58,87.21,-1.26,-999.0
2024-04-23 12:00:00,2024,4,23,12,7.26,0.0,89.16,90.16,6.57,6.3,2.49,87.19,-1.6,0.28
2024-04-23 13:00:00,2024,4,23,13,32.89,0.0,81.57,83.03,115.95,115.88,2.0,87.18,1.17,0.33
2024-04-23 14:00:00,2024,4,23,14,50.73,0.0,72.29,61.51,288.85,288.4,1.84,87.17,5.41,0.25
2024-04-23 15:00:00,2024,4,23,15,57.92,0.0,63.07,47.06,463.15,461.98,1.0,87.16,8.94,0.24
2024-04-23 16:00:00,2024,4,23,16,61.07,0.0,54.37,39.44,618.97,618.08,2.57,87.13,11.1,0.23
2024-04-23 17:00:00,2024,4,23,17,126.11,0.0,46.81,35.84,741.4,702.88,3.08,87.1,12.42,0.19
2024-04-23 18:00:00,2024,4,23,18,96.05,0.0,41.28,33.05,822.88,805.72,3.36,87.06,13.57,0.2
2024-04-23 19:00:00,2024,4,23,19,124.92,0.0,38.82,31.1,852.7,808.25,3.46,87.01,14.54,0.18
2024-04-23 20:00:00,2024,4,23,20,180.95,0.0,40.03,29.89,835.15,735.35,3.44,86.97,15.23,0.17
2024-04-23 21:00:00,2024,4,23,21,279.71,0.0,44.61,29.2,768.38,695.03,3.44,86.91,15.67,0.15
2024-04-23 22:00:00,2024,4,23,22,275.68,0.0,51.57,29.3,657.9,580.47,3.46,86.83,15.73,0.15
2024-04-23 23:00:00,2024,4,23,23,218.29,0.0,59.95,30.25,513.12,463.4,3.48,86.77,15.34,0.21
2024-04-24 00:00:00,2024,4,24,0,138.23,0.0,69.03,33.63,343.65,192.9,3.28,86.72,14.37,0.24
2024-04-24 01:00:00,2024,4,24,1,93.58,0.0,78.32,57.6,168.9,118.38,2.13,86.69,11.37,0.37
2024-04-24 02:00:00,2024,4,24,2,23.49,0.0,87.21,71.68,25.27,20.92,2.59,86.68,6.8,0.26
2024-04-24 03:00:00,2024,4,24,3,0.0,0.0,90.0,75.53,0.0,0.0,2.81,86.68,5.02,-999.0
2024-04-24 04:00:00,2024,4,24,4,0.0,0.0,90.0,77.2,0.0,0.0,2.93,86.65,4.37,-999.0
2024-04-24 05:00:00,2024,4,24,5,0.0,0.0,90.0,76.82,0.0,0.0,2.79,86.62,4.28,-999.0
2024-04-24 06:00:00,2024,4,24,6,0.0,0.0,90.0,76.89,0.0,0.0,2.73,86.58,3.98,-999.0
2024-04-24 07:00:00,2024,4,24,7,0.0,0.0,90.0,76.91,0.0,0.0,2.74,86.54,3.49,-999.0
2024-04-24 08:00:00,2024,4,24,8,0.0,0.0,90.0,76.95,0.0,0.0,2.81,86.5,2.88,-999.0
2024-04-24 09:00:00,2024,4,24,9,0.0,0.0,90.0,76.71,0.0,0.0,2.85,86.47,2.51,-999.0
2024-04-24 10:00:00,2024,4,24,10,0.0,0.0,90.0,77.22,0.0,0.0,2.89,86.45,2.03,-999.0
2024-04-24 11:00:00,2024,4,24,11,0.0,0.0,90.0,79.72,0.0,0.0,3.03,86.44,0.97,-999.0
2024-04-24 12:00:00,2024,4,24,12,6.45,0.0,89.03,79.49,6.68,5.35,3.04,86.42,0.86,0.26
2024-04-24 13:00:00,2024,4,24,13,38.97,0.0,81.29,71.82,106.07,40.17,2.65,86.42,3.57,0.23
2024-04-24 14:00:00,2024,4,24,14,133.48,0.0,72.01,52.8,272.83,134.27,3.05,86.42,7.97,0.27
2024-04-24 15:00:00,2024,4,24,15,241.27,0.0,62.79,42.07,443.2,270.5,2.39,86.4,11.35,0.27
2024-04-24 16:00:00,2024,4,24,16,295.21,0.0,54.07,32.69,598.65,344.45,1.95,86.37,13.66,0.26
2024-04-24 17:00:00,2024,4,24,17,363.1,0.0,46.5,30.26,724.15,433.88,1.98,86.34,14.59,0.26
2024-04-24 18:00:00,2024,4,24,18,355.77,0.01,40.96,29.93,811.35,445.1,2.44,86.31,14.67,0.25
2024-04-24 19:00:00,2024,4,24,19,428.11,0.04,38.49,31.29,818.88,558.9,3.15,86.3,14.15,0.26
2024-04-24 20:00:00,2024,4,24,20,335.12,0.14,39.72,34.37,819.5,577.38,3.75,86.31,13.25,0.25
2024-04-24 21:00:00,2024,4,24,21,308.58,0.09,44.33,36.86,761.25,506.95,4.0,86.31,12.77,0.24
2024-04-24 22:00:00,2024,4,24,22,289.66,0.01,51.32,37.02,656.0,399.5,3.98,86.27,12.93,0.24
2024-04-24 23:00:00,2024,4,24,23,211.14,0.0,59.72,36.53,514.3,299.67,3.88,86.22,13.2,0.24
2024-04-25 00:00:00,2024,4,25,0,151.25,0.0,68.81,38.03,347.98,215.65,3.78,86.18,12.88,0.24
2024-04-25 01:00:00,2024,4,25,1,71.6,0.0,78.09,50.84,175.07,101.82,2.72,86.17,10.99,0.24
2024-04-25 02:00:00,2024,4,25,2,19.45,0.0,87.03,68.77,29.15,22.8,2.74,86.2,6.86,0.28
2024-04-25 03:00:00,2024,4,25,3,0.0,0.0,90.0,73.01,0.0,0.0,3.06,86.27,4.98,-999.0
2024-04-25 04:00:00,2024,4,25,4,0.0,0.0,90.0,77.9,0.0,0.0,2.89,86.3,3.75,-999.0
2024-04-25 05:00:00,2024,4,25,5,0.0,0.0,90.0,81.99,0.0,0.0,2.79,86.3,2.74,-999.0
2024-04-25 06:00:00,2024,4,25,6,0.0,0.0,90.0,84.73,0.0,0.0,2.72,86.28,2.02,-999.0
2024-04-25 07:00:00,2024,4,25,7,0.0,0.0,90.0,88.2,0.0,0.0,2.72,86.25,1.26,-999.0
2024-04-25 08:00:00,2024,4,25,8,0.0,0.0,90.0,89.68,0.0,0.0,2.76,86.21,0.86,-999.0
2024-04-25 09:00:00,2024,4,25,9,0.0,0.0,90.0,90.03,0.0,0.0,2.73,86.17,0.93,-999.0
2024-04-25 10:00:00,2024,4,25,10,0.0,0.0,90.0,90.82,0.0,0.0,2.68,86.14,1.03,-999.0
2024-04-25 11:00:00,2024,4,25,11,0.0,0.03,90.0,92.05,0.0,0.0,2.6,86.11,1.03,-999.0
2024-04-25 12:00:00,2024,4,25,12,8.04,0.11,88.89,92.5,8.75,5.93,2.5,86.1,1.24,0.26
2024-04-25 13:00:00,2024,4,25,13,57.1,0.21,81.01,84.6,122.35,66.45,2.46,86.09,3.13,0.24
2024-04-25 14:00:00,2024,4,25,14,171.71,0.19,71.73,74.9,294.38,195.93,2.57,86.08,5.28,0.23
2024-04-25 15:00:00,2024,4,25,15,224.18,0.09,62.51,61.39,467.6,327.9,2.68,86.06,8.41,0.24
2024-04-25 16:00:00,2024,4,25,16,228.36,0.24,53.78,49.68,620.58,433.05,2.7,86.03,10.84,0.17
2024-04-25 17:00:00,2024,4,25,17,250.3,0.63,46.19,43.41,743.28,534.1,2.48,85.99,12.25,0.16
2024-04-25 18:00:00,2024,4,25,18,358.94,0.48,40.64,38.82,826.88,650.42,2.51,85.95,13.36,0.24
2024-04-25 19:00:00,2024,4,25,19,420.46,0.12,38.16,34.79,855.53,704.1,2.73,85.91,14.31,0.24
2024-04-25 20:00:00,2024,4,25,20,350.12,0.04,39.42,31.91,836.58,643.78,3.01,85.87,14.99,0.17
2024-04-25 21:00:00,2024,4,25,21,372.51,0.01,44.05,30.14,774.47,611.08,3.49,85.84,15.19,0.24
2024-04-25 22:00:00,2024,4,25,22,291.51,0.0,51.07,29.75,665.88,506.45,3.96,85.83,14.85,0.23
2024-04-25 23:00:00,2024,4,25,23,216.8,0.01,59.48,30.51,522.3,353.77,4.26,85.85,14.16,0.23
2024-04-26 00:00:00,2024,4,26,0,114.75,0.01,68.58,33.36,354.92,162.35,4.05,85.89,13.01,0.26
2024-04-26 01:00:00,2024,4,26,1,66.08,0.01,77.87,45.99,180.07,71.38,2.6,85.94,10.82,0.25
2024-04-26 02:00:00,2024,4,26,2,18.64,0.07,86.84,65.59,31.48,16.8,2.2,86.01,7.43,0.24
2024-04-26 03:00:00,2024,4,26,3,0.0,0.45,90.0,67.34,0.0,0.0,2.52,86.1,6.52,-999.0
2024-04-26 04:00:00,2024,4,26,4,0.0,1.46,90.0,72.07,0.0,0.0,2.68,86.17,5.79,-999.0
2024-04-26 05:00:00,2024,4,26,5,0.0,3.08,90.0,82.5,0.0,0.0,2.72,86.25,4.39,-999.0
2024-04-26 06:00:00,2024,4,26,6,0.0,7.55,90.0,90.66,0.0,0.0,2.62,86.31,3.23,-999.0
2024-04-26 07:00:00,2024,4,26,7,0.0,8.31,90.0,94.09,0.0,0.0,2.6,86.35,2.49,-999.0
2024-04-26 08:00:00,2024,4,26,8,0.0,7.6,90.0,94.81,0.0,0.0,2.75,86.4,1.73,-999.0
2024-04-26 09:00:00,2024,4,26,9,0.0,6.68,90.0,94.38,0.0,0.0,2.72,86.47,0.96,-999.0
2024-04-26 10:00:00,2024,4,26,10,0.0,5.34,90.0,93.53,0.0,0.0,2.65,86.54,0.3,-999.0
2024-04-26 11:00:00,2024,4,26,11,0.0,4.28,90.0,93.26,0.0,0.0,2.34,86.6,-0.22,-999.0
2024-04-26 12:00:00,2024,4,26,12,7.63,3.5,88.75,92.82,9.05,6.72,1.97,86.65,-0.46,0.26
2024-04-26 13:00:00,2024,4,26,13,43.79,3.05,80.74,89.01,117.25,43.83,2.2,86.69,0.06,0.23
2024-04-26 14:00:00,2024,4,26,14,110.5,2.91,71.46,82.85,286.67,114.78,2.83,86.74,1.06,0.25
2024-04-26 15:00:00,2024,4,26,15,167.77,3.21,62.23,73.96,459.77,198.73,3.47,86.79,2.22,0.26
2024-04-26 16:00:00,2024,4,26,16,232.4,3.62,53.5,65.8,615.3,272.38,3.36,86.83,3.23,0.25
2024-04-26 17:00:00,2024,4,26,17,262.64,3.59,45.89,60.49,738.3,326.35,3.15,86.83,4.19,0.25
2024-04-26 18:00:00,2024,4,26,18,280.16,2.88,40.32,56.27,819.2,343.98,2.95,86.82,5.3,0.25
2024-04-26 19:00:00,2024,4,26,19,226.24,2.32,37.84,52.23,853.55,318.77,2.8,86.79,6.61,0.25
2024-04-26 20:00:00,2024,4,26,20,247.77,1.69,39.11,48.67,837.33,303.95,2.73,86.75,7.87,0.25
2024-04-26 21:00:00,2024,4,26,21,190.0,1.25,43.78,47.45,771.22,275.95,2.76,86.71,8.51,0.25
2024-04-26 22:00:00,2024,4,26,22,198.12,1.02,50.82,48.39,663.12,241.65,2.82,86.69,8.45,0.24
2024-04-26 23:00:00,2024,4,26,23,138.75,0.81,59.25,50.94,519.38,160.5,2.89,86.68,7.92,0.24
2024-04-27 00:00:00,2024,4,27,0,154.99,0.63,68.36,54.93,351.75,262.75,2.96,86.69,7.04,0.24
2024-04-27 01:00:00,2024,4,27,1,67.97,0.5,77.65,61.68,180.1,107.25,2.82,86.71,5.83,0.25
2024-04-27 02:00:00,2024,4,27,2,19.55,0.53,86.64,78.28,33.7,18.98,1.99,86.75,3.5,0.25
2024-04-27 03:00:00,2024,4,27,3,0.0,0.6,90.0,86.72,0.0,0.0,2.28,86.8,1.94,-999.0
2024-04-27 04:00:00,2024,4,27,4,0.0,0.72,90.0,89.0,0.0,0.0,2.41,86.83,1.55,-999.0
2024-04-27 05:00:00,2024,4,27,5,0.0,0.7,90.0,91.58,0.0,0.0,2.45,86.83,1.09,-999.0
2024-04-27 06:00:00,2024,4,27,6,0.0,2.74,90.0,92.57,0.0,0.0,2.69,86.82,0.78,-999.0
2024-04-27 07:00:00,2024,4,27,7,0.0,1.87,90.0,93.6,0.0,0.0,2.95,86.81,0.56,-999.0
2024-04-27 08:00:00,2024,4,27,8,0.0,1.57,90.0,95.14,0.0,0.0,3.08,86.79,0.3,-999.0
2024-04-27 09:00:00,2024,4,27,9,0.0,1.53,90.0,97.58,0.0,0.0,2.89,86.78,-0.13,-999.0
2024-04-27 10:00:00,2024,4,27,10,0.0,1.17,90.0,98.07,0.0,0.0,2.92,86.75,-0.28,-999.0
2024-04-27 11:00:00,2024,4,27,11,0.0,0.51,90.0,99.13,0.0,0.0,2.94,86.72,-0.53,-999.0
2024-04-27 12:00:00,2024,4,27,12,9.38,0.34,88.6,99.47,11.7,8.8,3.04,86.69,-0.78,0.26
2024-04-27 13:00:00,2024,4,27,13,58.0,0.19,80.47,93.92,132.27,90.9,3.78,86.66,0.36,0.26
2024-04-27 14:00:00,2024,4,27,14,117.52,0.08,71.2,85.63,301.8,219.95,3.95,86.64,2.5,0.17
2024-04-27 15:00:00,2024,4,27,15,172.09,0.09,61.96,69.77,472.45,364.02,4.34,86.59,5.78,0.17
2024-04-27 16:00:00,2024,4,27,16,232.55,0.71,53.22,54.98,624.8,489.58,4.27,86.53,9.19,0.16
2024-04-27 17:00:00,2024,4,27,17,257.05,2.22,45.6,46.32,745.38,608.83,3.96,86.46,11.58,0.16
2024-04-27 18:00:00,2024,4,27,18,309.05,3.14,40.01,41.78,829.35,605.42,3.67,86.4,12.63,0.18
2024-04-27 19:00:00,2024,4,27,19,290.19,2.94,37.53,40.14,854.33,656.22,3.42,86.35,12.92,0.17
2024-04-27 20:00:00,2024,4,27,20,327.9,2.89,38.81,39.32,838.6,588.08,3.21,86.31,13.19,0.17
2024-04-27 21:00:00,2024,4,27,21,230.06,2.2,43.51,38.52,775.28,486.38,3.06,86.26,13.57,0.17
2024-04-27 22:00:00,2024,4,27,22,269.78,1.48,50.58,37.96,669.88,435.77,2.95,86.21,13.82,0.24
